I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> localhost:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> ps-2:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2501
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> ps-2:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> localhost:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2500
I tensorflow/core/distributed_runtime/master_session.cc:992] Start master session ff8bfb77c9d1ef73 with config: 
device_filters: "/job:ps"
device_filters: "/job:worker/task:0"
allow_soft_placement: true

job name = worker
task index = 0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
4.903387: Worker 0: step 29280 (global step: 29279 of 60000) loss = 0.73 examples_per_sec = 261.04 

4.965190: Worker 0: step 29290 (global step: 29289 of 60000) loss = 0.76 examples_per_sec = 257.79 

5.117364: Worker 0: step 29300 (global step: 29299 of 60000) loss = 0.73 examples_per_sec = 250.13 

5.079834: Worker 0: step 29310 (global step: 29309 of 60000) loss = 0.67 examples_per_sec = 251.98 

4.938846: Worker 0: step 29320 (global step: 29319 of 60000) loss = 0.87 examples_per_sec = 259.17 

5.069895: Worker 0: step 29330 (global step: 29329 of 60000) loss = 0.79 examples_per_sec = 252.47 

4.971015: Worker 0: step 29340 (global step: 29339 of 60000) loss = 0.74 examples_per_sec = 257.49 

5.147906: Worker 0: step 29350 (global step: 29349 of 60000) loss = 0.75 examples_per_sec = 248.64 

5.188355: Worker 0: step 29360 (global step: 29359 of 60000) loss = 0.79 examples_per_sec = 246.71 

4.956809: Worker 0: step 29370 (global step: 29369 of 60000) loss = 0.67 examples_per_sec = 258.23 

4.997214: Worker 0: step 29380 (global step: 29379 of 60000) loss = 0.72 examples_per_sec = 256.14 

4.991756: Worker 0: step 29390 (global step: 29389 of 60000) loss = 0.81 examples_per_sec = 256.42 

4.993583: Worker 0: step 29400 (global step: 29399 of 60000) loss = 0.79 examples_per_sec = 256.33 

5.219427: Worker 0: step 29410 (global step: 29409 of 60000) loss = 0.73 examples_per_sec = 245.24 

5.037960: Worker 0: step 29420 (global step: 29419 of 60000) loss = 0.76 examples_per_sec = 254.07 

4.852923: Worker 0: step 29430 (global step: 29429 of 60000) loss = 0.89 examples_per_sec = 263.76 

5.030563: Worker 0: step 29440 (global step: 29439 of 60000) loss = 0.85 examples_per_sec = 254.44 

5.017906: Worker 0: step 29450 (global step: 29449 of 60000) loss = 0.80 examples_per_sec = 255.09 

5.000464: Worker 0: step 29460 (global step: 29459 of 60000) loss = 0.75 examples_per_sec = 255.98 

5.161854: Worker 0: step 29470 (global step: 29469 of 60000) loss = 0.63 examples_per_sec = 247.97 

5.091678: Worker 0: step 29480 (global step: 29479 of 60000) loss = 0.92 examples_per_sec = 251.39 

4.926864: Worker 0: step 29490 (global step: 29489 of 60000) loss = 0.68 examples_per_sec = 259.80 

5.265106: Worker 0: step 29500 (global step: 29499 of 60000) loss = 0.79 examples_per_sec = 243.11 

5.110954: Worker 0: step 29510 (global step: 29509 of 60000) loss = 0.87 examples_per_sec = 250.44 

5.106689: Worker 0: step 29520 (global step: 29519 of 60000) loss = 0.80 examples_per_sec = 250.65 

5.217069: Worker 0: step 29530 (global step: 29529 of 60000) loss = 0.77 examples_per_sec = 245.35 

5.234869: Worker 0: step 29540 (global step: 29539 of 60000) loss = 0.73 examples_per_sec = 244.51 

5.096130: Worker 0: step 29550 (global step: 29549 of 60000) loss = 0.73 examples_per_sec = 251.17 

5.144881: Worker 0: step 29560 (global step: 29559 of 60000) loss = 0.76 examples_per_sec = 248.79 

5.001721: Worker 0: step 29570 (global step: 29569 of 60000) loss = 0.85 examples_per_sec = 255.91 

4.943084: Worker 0: step 29580 (global step: 29579 of 60000) loss = 0.66 examples_per_sec = 258.95 

5.195942: Worker 0: step 29590 (global step: 29589 of 60000) loss = 0.71 examples_per_sec = 246.35 

5.174496: Worker 0: step 29600 (global step: 29599 of 60000) loss = 0.82 examples_per_sec = 247.37 

5.118801: Worker 0: step 29610 (global step: 29609 of 60000) loss = 0.80 examples_per_sec = 250.06 

5.001562: Worker 0: step 29620 (global step: 29619 of 60000) loss = 0.74 examples_per_sec = 255.92 

5.077800: Worker 0: step 29630 (global step: 29629 of 60000) loss = 0.70 examples_per_sec = 252.08 

5.185998: Worker 0: step 29640 (global step: 29639 of 60000) loss = 0.84 examples_per_sec = 246.82 

5.087246: Worker 0: step 29650 (global step: 29649 of 60000) loss = 0.74 examples_per_sec = 251.61 

5.172131: Worker 0: step 29660 (global step: 29659 of 60000) loss = 0.68 examples_per_sec = 247.48 

5.045524: Worker 0: step 29670 (global step: 29669 of 60000) loss = 0.73 examples_per_sec = 253.69 

4.936853: Worker 0: step 29680 (global step: 29679 of 60000) loss = 0.84 examples_per_sec = 259.27 

5.073809: Worker 0: step 29690 (global step: 29689 of 60000) loss = 0.73 examples_per_sec = 252.28 

5.041657: Worker 0: step 29700 (global step: 29699 of 60000) loss = 0.81 examples_per_sec = 253.88 

5.116035: Worker 0: step 29710 (global step: 29709 of 60000) loss = 0.75 examples_per_sec = 250.19 

5.136358: Worker 0: step 29720 (global step: 29719 of 60000) loss = 0.71 examples_per_sec = 249.20 

5.024905: Worker 0: step 29730 (global step: 29729 of 60000) loss = 0.78 examples_per_sec = 254.73 

5.147536: Worker 0: step 29740 (global step: 29739 of 60000) loss = 0.89 examples_per_sec = 248.66 

5.064891: Worker 0: step 29750 (global step: 29749 of 60000) loss = 0.61 examples_per_sec = 252.72 

5.050990: Worker 0: step 29760 (global step: 29759 of 60000) loss = 1.01 examples_per_sec = 253.42 

5.273634: Worker 0: step 29770 (global step: 29769 of 60000) loss = 0.81 examples_per_sec = 242.72 

5.053742: Worker 0: step 29780 (global step: 29779 of 60000) loss = 0.82 examples_per_sec = 253.28 

5.188052: Worker 0: step 29790 (global step: 29789 of 60000) loss = 0.78 examples_per_sec = 246.72 

5.061721: Worker 0: step 29800 (global step: 29799 of 60000) loss = 0.89 examples_per_sec = 252.88 

5.009681: Worker 0: step 29810 (global step: 29809 of 60000) loss = 0.93 examples_per_sec = 255.51 

4.996443: Worker 0: step 29820 (global step: 29819 of 60000) loss = 0.72 examples_per_sec = 256.18 

5.201096: Worker 0: step 29830 (global step: 29829 of 60000) loss = 0.82 examples_per_sec = 246.10 

5.184205: Worker 0: step 29840 (global step: 29839 of 60000) loss = 0.70 examples_per_sec = 246.90 

5.039765: Worker 0: step 29850 (global step: 29849 of 60000) loss = 0.72 examples_per_sec = 253.98 

5.331077: Worker 0: step 29860 (global step: 29859 of 60000) loss = 0.80 examples_per_sec = 240.10 

5.273165: Worker 0: step 29870 (global step: 29869 of 60000) loss = 0.80 examples_per_sec = 242.74 

5.388041: Worker 0: step 29880 (global step: 29879 of 60000) loss = 0.91 examples_per_sec = 237.56 

5.081416: Worker 0: step 29890 (global step: 29889 of 60000) loss = 0.87 examples_per_sec = 251.90 

5.033538: Worker 0: step 29900 (global step: 29899 of 60000) loss = 0.70 examples_per_sec = 254.29 

5.091130: Worker 0: step 29910 (global step: 29909 of 60000) loss = 0.74 examples_per_sec = 251.42 

4.966219: Worker 0: step 29920 (global step: 29919 of 60000) loss = 0.95 examples_per_sec = 257.74 

5.025868: Worker 0: step 29930 (global step: 29929 of 60000) loss = 0.82 examples_per_sec = 254.68 

5.060624: Worker 0: step 29940 (global step: 29939 of 60000) loss = 0.64 examples_per_sec = 252.93 

5.067293: Worker 0: step 29950 (global step: 29949 of 60000) loss = 0.72 examples_per_sec = 252.60 

5.010616: Worker 0: step 29960 (global step: 29959 of 60000) loss = 0.89 examples_per_sec = 255.46 

5.012586: Worker 0: step 29970 (global step: 29969 of 60000) loss = 0.93 examples_per_sec = 255.36 

5.080692: Worker 0: step 29980 (global step: 29979 of 60000) loss = 1.02 examples_per_sec = 251.93 

5.057829: Worker 0: step 29990 (global step: 29989 of 60000) loss = 0.80 examples_per_sec = 253.07 

5.073439: Worker 0: step 30000 (global step: 29999 of 60000) loss = 0.78 examples_per_sec = 252.29 

Taking a Checkpoint @ Global Step 30000
2.626108: Worker 0: step 30010 (global step: 30009 of 60000) loss = 0.87 examples_per_sec = 487.41 

1.794621: Worker 0: step 30020 (global step: 30019 of 60000) loss = 0.68 examples_per_sec = 713.24 

1.718688: Worker 0: step 30030 (global step: 30029 of 60000) loss = 0.88 examples_per_sec = 744.75 

1.806191: Worker 0: step 30040 (global step: 30039 of 60000) loss = 0.72 examples_per_sec = 708.67 

1.773255: Worker 0: step 30050 (global step: 30049 of 60000) loss = 0.73 examples_per_sec = 721.84 

1.850955: Worker 0: step 30060 (global step: 30059 of 60000) loss = 0.72 examples_per_sec = 691.53 

1.803264: Worker 0: step 30070 (global step: 30069 of 60000) loss = 0.77 examples_per_sec = 709.82 

1.759000: Worker 0: step 30080 (global step: 30079 of 60000) loss = 0.62 examples_per_sec = 727.69 

1.702920: Worker 0: step 30090 (global step: 30089 of 60000) loss = 0.83 examples_per_sec = 751.65 

1.735976: Worker 0: step 30100 (global step: 30099 of 60000) loss = 0.72 examples_per_sec = 737.34 

1.676983: Worker 0: step 30110 (global step: 30109 of 60000) loss = 0.65 examples_per_sec = 763.28 

1.725548: Worker 0: step 30120 (global step: 30119 of 60000) loss = 0.60 examples_per_sec = 741.79 

1.673160: Worker 0: step 30130 (global step: 30129 of 60000) loss = 0.68 examples_per_sec = 765.02 

1.733339: Worker 0: step 30140 (global step: 30139 of 60000) loss = 0.66 examples_per_sec = 738.46 

1.648271: Worker 0: step 30150 (global step: 30149 of 60000) loss = 0.70 examples_per_sec = 776.57 

1.859825: Worker 0: step 30160 (global step: 30159 of 60000) loss = 0.70 examples_per_sec = 688.24 

1.752571: Worker 0: step 30170 (global step: 30169 of 60000) loss = 0.78 examples_per_sec = 730.36 

1.751954: Worker 0: step 30180 (global step: 30179 of 60000) loss = 0.69 examples_per_sec = 730.61 

1.804215: Worker 0: step 30190 (global step: 30189 of 60000) loss = 0.80 examples_per_sec = 709.45 

1.700342: Worker 0: step 30200 (global step: 30199 of 60000) loss = 0.63 examples_per_sec = 752.79 

1.708227: Worker 0: step 30210 (global step: 30209 of 60000) loss = 0.72 examples_per_sec = 749.31 

1.722881: Worker 0: step 30220 (global step: 30219 of 60000) loss = 0.69 examples_per_sec = 742.94 

1.775666: Worker 0: step 30230 (global step: 30229 of 60000) loss = 0.66 examples_per_sec = 720.86 

1.710961: Worker 0: step 30240 (global step: 30239 of 60000) loss = 0.68 examples_per_sec = 748.12 

1.735469: Worker 0: step 30250 (global step: 30249 of 60000) loss = 0.58 examples_per_sec = 737.55 

1.754634: Worker 0: step 30260 (global step: 30259 of 60000) loss = 0.71 examples_per_sec = 729.50 

1.780966: Worker 0: step 30270 (global step: 30269 of 60000) loss = 0.69 examples_per_sec = 718.71 

1.751379: Worker 0: step 30280 (global step: 30279 of 60000) loss = 0.61 examples_per_sec = 730.85 

1.802561: Worker 0: step 30290 (global step: 30289 of 60000) loss = 0.69 examples_per_sec = 710.10 

1.716996: Worker 0: step 30300 (global step: 30299 of 60000) loss = 0.71 examples_per_sec = 745.49 

1.904445: Worker 0: step 30310 (global step: 30309 of 60000) loss = 0.66 examples_per_sec = 672.11 

1.773708: Worker 0: step 30320 (global step: 30319 of 60000) loss = 0.69 examples_per_sec = 721.65 

1.836597: Worker 0: step 30330 (global step: 30329 of 60000) loss = 0.75 examples_per_sec = 696.94 

1.817031: Worker 0: step 30340 (global step: 30339 of 60000) loss = 0.72 examples_per_sec = 704.45 

1.747807: Worker 0: step 30350 (global step: 30349 of 60000) loss = 0.78 examples_per_sec = 732.35 

1.717053: Worker 0: step 30360 (global step: 30359 of 60000) loss = 0.66 examples_per_sec = 745.46 

1.749333: Worker 0: step 30370 (global step: 30369 of 60000) loss = 0.72 examples_per_sec = 731.71 

1.713728: Worker 0: step 30380 (global step: 30379 of 60000) loss = 0.75 examples_per_sec = 746.91 

1.717030: Worker 0: step 30390 (global step: 30389 of 60000) loss = 0.72 examples_per_sec = 745.47 

1.741634: Worker 0: step 30400 (global step: 30399 of 60000) loss = 0.62 examples_per_sec = 734.94 

1.789576: Worker 0: step 30410 (global step: 30409 of 60000) loss = 0.58 examples_per_sec = 715.25 

1.789040: Worker 0: step 30420 (global step: 30419 of 60000) loss = 0.81 examples_per_sec = 715.47 

1.778706: Worker 0: step 30430 (global step: 30429 of 60000) loss = 0.78 examples_per_sec = 719.62 

1.808146: Worker 0: step 30440 (global step: 30439 of 60000) loss = 0.70 examples_per_sec = 707.91 

1.745250: Worker 0: step 30450 (global step: 30449 of 60000) loss = 0.63 examples_per_sec = 733.42 

1.735541: Worker 0: step 30460 (global step: 30459 of 60000) loss = 0.78 examples_per_sec = 737.52 

1.752048: Worker 0: step 30470 (global step: 30469 of 60000) loss = 0.85 examples_per_sec = 730.57 

1.749526: Worker 0: step 30480 (global step: 30479 of 60000) loss = 0.83 examples_per_sec = 731.63 

1.738955: Worker 0: step 30490 (global step: 30489 of 60000) loss = 0.57 examples_per_sec = 736.07 

1.815438: Worker 0: step 30500 (global step: 30499 of 60000) loss = 0.69 examples_per_sec = 705.06 

1.794685: Worker 0: step 30510 (global step: 30509 of 60000) loss = 0.74 examples_per_sec = 713.22 

1.767742: Worker 0: step 30520 (global step: 30519 of 60000) loss = 0.72 examples_per_sec = 724.09 

1.760190: Worker 0: step 30530 (global step: 30529 of 60000) loss = 0.75 examples_per_sec = 727.19 

1.814921: Worker 0: step 30540 (global step: 30539 of 60000) loss = 0.82 examples_per_sec = 705.26 

1.726554: Worker 0: step 30550 (global step: 30549 of 60000) loss = 0.75 examples_per_sec = 741.36 

1.784271: Worker 0: step 30560 (global step: 30559 of 60000) loss = 0.64 examples_per_sec = 717.38 

1.698368: Worker 0: step 30570 (global step: 30569 of 60000) loss = 0.68 examples_per_sec = 753.66 

1.760519: Worker 0: step 30580 (global step: 30579 of 60000) loss = 0.59 examples_per_sec = 727.06 

1.734100: Worker 0: step 30590 (global step: 30589 of 60000) loss = 0.73 examples_per_sec = 738.14 

1.804281: Worker 0: step 30600 (global step: 30599 of 60000) loss = 0.71 examples_per_sec = 709.42 

1.779310: Worker 0: step 30610 (global step: 30609 of 60000) loss = 0.63 examples_per_sec = 719.38 

1.774062: Worker 0: step 30620 (global step: 30619 of 60000) loss = 0.73 examples_per_sec = 721.51 

1.751936: Worker 0: step 30630 (global step: 30629 of 60000) loss = 0.80 examples_per_sec = 730.62 

1.817712: Worker 0: step 30640 (global step: 30639 of 60000) loss = 0.84 examples_per_sec = 704.18 

1.726488: Worker 0: step 30650 (global step: 30649 of 60000) loss = 0.68 examples_per_sec = 741.39 

1.766497: Worker 0: step 30660 (global step: 30659 of 60000) loss = 0.70 examples_per_sec = 724.60 

1.818040: Worker 0: step 30670 (global step: 30669 of 60000) loss = 0.73 examples_per_sec = 704.05 

1.928891: Worker 0: step 30680 (global step: 30679 of 60000) loss = 0.67 examples_per_sec = 663.59 

1.832310: Worker 0: step 30690 (global step: 30689 of 60000) loss = 0.66 examples_per_sec = 698.57 

1.830055: Worker 0: step 30700 (global step: 30699 of 60000) loss = 0.59 examples_per_sec = 699.43 

1.824248: Worker 0: step 30710 (global step: 30709 of 60000) loss = 0.67 examples_per_sec = 701.66 

1.809414: Worker 0: step 30720 (global step: 30719 of 60000) loss = 0.86 examples_per_sec = 707.41 

1.767510: Worker 0: step 30730 (global step: 30729 of 60000) loss = 0.85 examples_per_sec = 724.18 

1.807180: Worker 0: step 30740 (global step: 30739 of 60000) loss = 0.72 examples_per_sec = 708.29 

1.749156: Worker 0: step 30750 (global step: 30749 of 60000) loss = 0.65 examples_per_sec = 731.78 

1.771419: Worker 0: step 30760 (global step: 30759 of 60000) loss = 0.69 examples_per_sec = 722.58 

1.773146: Worker 0: step 30770 (global step: 30769 of 60000) loss = 0.72 examples_per_sec = 721.88 

1.734939: Worker 0: step 30780 (global step: 30779 of 60000) loss = 0.71 examples_per_sec = 737.78 

1.725752: Worker 0: step 30790 (global step: 30789 of 60000) loss = 0.71 examples_per_sec = 741.71 

1.775962: Worker 0: step 30800 (global step: 30799 of 60000) loss = 0.71 examples_per_sec = 720.74 

1.814179: Worker 0: step 30810 (global step: 30809 of 60000) loss = 0.79 examples_per_sec = 705.55 

1.822802: Worker 0: step 30820 (global step: 30819 of 60000) loss = 0.77 examples_per_sec = 702.22 

1.752125: Worker 0: step 30830 (global step: 30829 of 60000) loss = 0.60 examples_per_sec = 730.54 

1.847475: Worker 0: step 30840 (global step: 30839 of 60000) loss = 0.60 examples_per_sec = 692.84 

1.752687: Worker 0: step 30850 (global step: 30849 of 60000) loss = 0.62 examples_per_sec = 730.31 

1.734033: Worker 0: step 30860 (global step: 30859 of 60000) loss = 0.69 examples_per_sec = 738.16 

1.817375: Worker 0: step 30870 (global step: 30869 of 60000) loss = 0.61 examples_per_sec = 704.31 

1.832785: Worker 0: step 30880 (global step: 30879 of 60000) loss = 0.78 examples_per_sec = 698.39 

1.785355: Worker 0: step 30890 (global step: 30889 of 60000) loss = 0.77 examples_per_sec = 716.94 

1.702500: Worker 0: step 30900 (global step: 30899 of 60000) loss = 0.72 examples_per_sec = 751.84 

1.754313: Worker 0: step 30910 (global step: 30909 of 60000) loss = 0.59 examples_per_sec = 729.63 

1.836154: Worker 0: step 30920 (global step: 30919 of 60000) loss = 0.65 examples_per_sec = 697.11 

1.740535: Worker 0: step 30930 (global step: 30929 of 60000) loss = 0.75 examples_per_sec = 735.41 

1.770462: Worker 0: step 30940 (global step: 30939 of 60000) loss = 0.86 examples_per_sec = 722.98 

1.748154: Worker 0: step 30950 (global step: 30949 of 60000) loss = 0.79 examples_per_sec = 732.20 

1.867813: Worker 0: step 30960 (global step: 30959 of 60000) loss = 0.76 examples_per_sec = 685.29 

1.794416: Worker 0: step 30970 (global step: 30969 of 60000) loss = 0.89 examples_per_sec = 713.32 

1.752303: Worker 0: step 30980 (global step: 30979 of 60000) loss = 0.82 examples_per_sec = 730.47 

1.974649: Worker 0: step 30990 (global step: 30989 of 60000) loss = 0.63 examples_per_sec = 648.22 

1.752001: Worker 0: step 31000 (global step: 30999 of 60000) loss = 0.67 examples_per_sec = 730.59 

Taking a Checkpoint @ Global Step 31000
2.471577: Worker 0: step 31010 (global step: 31009 of 60000) loss = 0.80 examples_per_sec = 517.89 

1.819096: Worker 0: step 31020 (global step: 31019 of 60000) loss = 0.58 examples_per_sec = 703.65 

1.764234: Worker 0: step 31030 (global step: 31029 of 60000) loss = 0.62 examples_per_sec = 725.53 

1.798498: Worker 0: step 31040 (global step: 31039 of 60000) loss = 0.67 examples_per_sec = 711.71 

1.811845: Worker 0: step 31050 (global step: 31049 of 60000) loss = 0.73 examples_per_sec = 706.46 

1.746925: Worker 0: step 31060 (global step: 31059 of 60000) loss = 0.73 examples_per_sec = 732.72 

1.654333: Worker 0: step 31070 (global step: 31069 of 60000) loss = 0.80 examples_per_sec = 773.73 

1.702981: Worker 0: step 31080 (global step: 31079 of 60000) loss = 0.71 examples_per_sec = 751.62 

1.708202: Worker 0: step 31090 (global step: 31089 of 60000) loss = 0.65 examples_per_sec = 749.33 

1.690963: Worker 0: step 31100 (global step: 31099 of 60000) loss = 0.64 examples_per_sec = 756.97 

1.703504: Worker 0: step 31110 (global step: 31109 of 60000) loss = 0.63 examples_per_sec = 751.39 

1.823175: Worker 0: step 31120 (global step: 31119 of 60000) loss = 0.81 examples_per_sec = 702.07 

1.816214: Worker 0: step 31130 (global step: 31129 of 60000) loss = 0.83 examples_per_sec = 704.76 
